minute,event_med_pct,rest_med_pct
301,0.2689919121894979,0.03625419706880795
302,0.27260254188330446,0.0452287955026498
303,0.2516087712342463,0.04257191004622962
304,0.274794960683189,0.04457558621625557
305,0.2987514444350525,0.052311718128572604
306,0.3032928942807711,0.0441633844015521
307,0.2669387061123851,0.03807198103807918
308,0.27711582900058485,0.04079875399485289
309,0.31114511604182216,0.024355179899970825
310,0.2960716348931136,0.028914691051362684
311,0.29430601726190275,0.030155818434585147
312,0.2836317057549831,0.038708825194022634
313,0.28058190246729175,0.03425653307365106
314,0.29426632004621034,0.028105108120479727
315,0.2871773579683268,0.024746741989079002
316,0.2805406783983555,0.02664048971230404
317,0.2740967440278963,0.03830804713402802
318,0.2756358225108224,0.03794479949879026
319,0.30776515151513806,0.039358319114979334
320,0.2929853365792878,0.053354988724918506
321,0.2944007246787228,0.06402270738867788
322,0.30100108225108446,0.05614402637990068
323,0.2847912947377518,0.057291435743545005
324,0.3099699937723077,0.0526201613741728
325,0.3010172306414871,0.05471153104866788
326,0.2958272783890381,0.05767640911253924
327,0.3016625003460227,0.05837677093468718
328,0.30228011902291296,0.060182774091099844
329,0.2823764804595452,0.0662221814647923
330,0.2950321909807485,0.05063172680419559
331,0.31989585110048235,0.060326351339023976
332,0.32523700781952325,0.0536174408682033
333,0.323507023735381,0.04326572607374901
334,0.2892306702861447,0.024759632626636385
335,0.29928724655734484,0.028553516076545993
336,0.3012175530565653,0.019609957478783357
337,0.3162202380952328,0.02167567970305928
338,0.3297483766233622,0.028525273083046532
339,0.3331304112554223,0.017092065924406707
340,0.3442668327451326,0.010999904771136215
341,0.33461352155561563,0.01473989190945435
342,0.29928724655734484,0.001026703046946853
343,0.32523700781952325,-0.0005858220255006152
344,0.3044000270562952,0.0070216578317294776
345,0.31485710331464745,0.025932138952844408
346,0.30100108225108446,0.00984995239189379
347,0.29822082068116096,0.021239586805932298
348,0.27752978334885103,0.029318342234729844
349,0.27394480519480346,0.04024672502543902
350,0.2937360083272722,0.01971600895664949
351,0.2629531926406914,0.00403866347162829
352,0.2597863620227958,-0.00034592915590381246
353,0.25365259740259827,0.0012989825080245154
354,0.22490530303032052,0.0032225691388498845
355,0.2517184625810742,0.005384884628845121
356,0.2339690838093489,0.0007553017165706777
357,0.24042340336269952,0.013845636194464994
358,0.23477587375351217,0.03361520541271812
359,0.22244086067502167,0.0168112639009399
360,0.2218672346467887,0.025047583991688604
361,0.2766251728907321,0.02332829126069358
362,0.3037030699690524,0.02485287784794732
363,0.2290153935521344,0.028313123317158517
364,0.2291283441443026,0.013619805675268992
365,0.2339690838093489,0.014922187336474657
